[2025-11-28 14:06:35] [32minfo[39m: 	z2m: Zigbee2MQTT started!
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/light/0x000b57fffebeeb01/light/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"brightness":true,"brightness_scale":254,"command_topic":"zigbee2mqtt/Taklampe 2.2/set","default_entity_id":"light.taklampe_2.2","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x000b57fffebeeb01"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/E27, white spectrum, globe, clear, 950 lm","model_id":"LED1546G12","name":"Taklampe 2.2","sw_version":"2.3.095","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"effect":true,"effect_list":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"max_mireds":454,"min_mireds":250,"name":null,"object_id":"taklampe_2.2","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"schema":"json","state_topic":"zigbee2mqtt/Taklampe 2.2","supported_color_modes":["color_temp"],"unique_id":"0x000b57fffebeeb01_light_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/light/0x781c9dfffe016cee/light/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"brightness":true,"brightness_scale":254,"command_topic":"zigbee2mqtt/Taklys kjellerstue kontor/set","default_entity_id":"light.taklys_kjellerstue_kontor","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x781c9dfffe016cee"],"manufacturer":"IKEA","model":"JETSTROM ceiling light panel, white spectrum, 60x60 cm","model_id":"L2207","name":"Taklys kjellerstue kontor","sw_version":"2.4.8","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"effect":true,"effect_list":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"max_mireds":454,"min_mireds":250,"name":null,"object_id":"taklys_kjellerstue_kontor","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"schema":"json","state_topic":"zigbee2mqtt/Taklys kjellerstue kontor","supported_color_modes":["color_temp"],"unique_id":"0x781c9dfffe016cee_light_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/light/0xccccccfffebe8ad3/light/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"brightness":true,"brightness_scale":254,"command_topic":"zigbee2mqtt/Taklys Mia/set","default_entity_id":"light.taklys_mia","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xccccccfffebe8ad3"],"manufacturer":"IKEA","model":"TRADFRI bulb E12/E14/E26/E27, color/white spectrum, globe, opal, 600 lm","model_id":"LED1624G9","name":"Taklys Mia","sw_version":"2.3.093","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"effect":true,"effect_list":["blink","breathe","okay","channel_change","finish_effect","stop_effect","colorloop","stop_colorloop"],"max_mireds":500,"min_mireds":153,"name":null,"object_id":"taklys_mia","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"schema":"json","state_topic":"zigbee2mqtt/Taklys Mia","supported_color_modes":["xy","color_temp"],"unique_id":"0xccccccfffebe8ad3_light_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/light/1221051039810110150109113116116_13/light/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"brightness":true,"brightness_scale":254,"command_topic":"zigbee2mqtt/gruppe_gang/set","default_entity_id":"light.gruppe_gang","device":{"identifiers":["zigbee2mqtt_1221051039810110150109113116116_13"],"manufacturer":"Zigbee2MQTT","model":"Group","name":"gruppe_gang","sw_version":"Zigbee2MQTT 2.6.3","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"effect":true,"effect_list":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"name":null,"object_id":"gruppe_gang","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"schema":"json","state_topic":"zigbee2mqtt/gruppe_gang","supported_color_modes":["brightness"],"unique_id":"13_light_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/light/0x881a14fffe35cb38/light/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"brightness":true,"brightness_scale":254,"command_topic":"zigbee2mqtt/Lys garderobe gang/set","default_entity_id":"light.lys_garderobe_gang","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x881a14fffe35cb38"],"manufacturer":"Micro Matic Norge AS","model":"Zigbee dimmer for LED","model_id":"ZB250","name":"Lys garderobe gang","sw_version":"2.9.2_r58","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"effect":true,"effect_list":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"name":null,"object_id":"lys_garderobe_gang","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"schema":"json","state_topic":"zigbee2mqtt/Lys garderobe gang","supported_color_modes":["brightness"],"unique_id":"0x881a14fffe35cb38_light_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/light/0x0c4314fffefc5168/light/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"brightness":true,"brightness_scale":254,"command_topic":"zigbee2mqtt/Downlight bad/set","default_entity_id":"light.downlight_bad","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x0c4314fffefc5168"],"manufacturer":"Namron","model":"Zigbee dimmer 2.0","model_id":"4512750","name":"Downlight bad","sw_version":"3.09","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"effect":true,"effect_list":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"name":null,"object_id":"downlight_bad","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"schema":"json","state_topic":"zigbee2mqtt/Downlight bad","supported_color_modes":["brightness"],"unique_id":"0x0c4314fffefc5168_light_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/light/1221051039810110150109113116116_14/light/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"brightness":true,"brightness_scale":254,"command_topic":"zigbee2mqtt/gruppe_2etg/set","default_entity_id":"light.gruppe_2etg","device":{"identifiers":["zigbee2mqtt_1221051039810110150109113116116_14"],"manufacturer":"Zigbee2MQTT","model":"Group","name":"gruppe_2etg","sw_version":"Zigbee2MQTT 2.6.3","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"effect":true,"effect_list":["blink","breathe","okay","channel_change","finish_effect","stop_effect","colorloop","stop_colorloop"],"max_mireds":454,"min_mireds":250,"name":null,"object_id":"gruppe_2etg","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"schema":"json","state_topic":"zigbee2mqtt/gruppe_2etg","supported_color_modes":["xy","color_temp"],"unique_id":"14_light_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/light/1221051039810110150109113116116_15/light/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"brightness":true,"brightness_scale":254,"command_topic":"zigbee2mqtt/gruppe_1etg/set","default_entity_id":"light.gruppe_1etg","device":{"identifiers":["zigbee2mqtt_1221051039810110150109113116116_15"],"manufacturer":"Zigbee2MQTT","model":"Group","name":"gruppe_1etg","sw_version":"Zigbee2MQTT 2.6.3","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"effect":true,"effect_list":["blink","breathe","okay","channel_change","finish_effect","stop_effect","colorloop","stop_colorloop"],"max_mireds":454,"min_mireds":250,"name":null,"object_id":"gruppe_1etg","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"schema":"json","state_topic":"zigbee2mqtt/gruppe_1etg","supported_color_modes":["xy","color_temp"],"unique_id":"15_light_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/light/1221051039810110150109113116116_16/light/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"brightness":true,"brightness_scale":254,"command_topic":"zigbee2mqtt/gruppe_kjeller/set","default_entity_id":"light.gruppe_kjeller","device":{"identifiers":["zigbee2mqtt_1221051039810110150109113116116_16"],"manufacturer":"Zigbee2MQTT","model":"Group","name":"gruppe_kjeller","sw_version":"Zigbee2MQTT 2.6.3","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"effect":true,"effect_list":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"max_mireds":454,"min_mireds":250,"name":null,"object_id":"gruppe_kjeller","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"schema":"json","state_topic":"zigbee2mqtt/gruppe_kjeller","supported_color_modes":["color_temp"],"unique_id":"16_light_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0xe406bffffe347cf8/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.taklampe_1.2","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xe406bffffe347cf8"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/27, white spectrum, globe, opal, 1055/1100/1160 lm","model_id":"LED2201G8","name":"Taklampe 1.2","sw_version":"3.0.23","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"taklampe_1.2","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0xe406bffffe347cf8\"}","state_topic":"zigbee2mqtt/Taklampe 1.2","unique_id":"0xe406bffffe347cf8_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x90fd9ffffe9b66a6/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.gulvlampe_2_kontor","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x90fd9ffffe9b66a6"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/E27, white spectrum, globe, opal, 980 lm","model_id":"LED1545G12","name":"Gulvlampe 2 kontor","sw_version":"2.3.095","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"gulvlampe_2_kontor","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x90fd9ffffe9b66a6\"}","state_topic":"zigbee2mqtt/Gulvlampe 2 kontor","unique_id":"0x90fd9ffffe9b66a6_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x90fd9ffffed10535/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.gulvlampe_1_kontor","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x90fd9ffffed10535"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/E27, white spectrum, globe, opal, 980 lm","model_id":"LED1545G12","name":"Gulvlampe 1 kontor","sw_version":"2.3.095","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"gulvlampe_1_kontor","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x90fd9ffffed10535\"}","state_topic":"zigbee2mqtt/Gulvlampe 1 kontor","unique_id":"0x90fd9ffffed10535_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0xec1bbdfffe547fa0/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.fjernkontroll_kontor_1","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xec1bbdfffe547fa0"],"manufacturer":"IKEA","model":"TRADFRI remote control","model_id":"E1524/E1810","name":"Fjernkontroll kontor 1","sw_version":"24.4.5","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"fjernkontroll_kontor_1","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0xec1bbdfffe547fa0\"}","state_topic":"zigbee2mqtt/Fjernkontroll kontor 1","unique_id":"0xec1bbdfffe547fa0_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0xc02cedfffe110abe/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.taklys_kontor","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xc02cedfffe110abe"],"manufacturer":"IKEA","model":"JETSTROM ceiling light panel, white spectrum, 100x40 cm","model_id":"L2208","name":"Taklys Kontor","sw_version":"2.4.8","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"taklys_kontor","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0xc02cedfffe110abe\"}","state_topic":"zigbee2mqtt/Taklys Kontor","unique_id":"0xc02cedfffe110abe_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x880f62fffe35c93e/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.beveg_vallhorn","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x880f62fffe35c93e"],"manufacturer":"IKEA","model":"VALLHORN wireless motion sensor","model_id":"E2134","name":"Beveg Vallhorn","sw_version":"1.0.64","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"beveg_vallhorn","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x880f62fffe35c93e\"}","state_topic":"zigbee2mqtt/Beveg Vallhorn","unique_id":"0x880f62fffe35c93e_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0xc4d8c8fffe82c44c/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.knapp_enkel_rodret","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xc4d8c8fffe82c44c"],"manufacturer":"IKEA","model":"RODRET wireless dimmer/power switch","model_id":"E2201","name":"Knapp enkel Rodret","sw_version":"1.0.57","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"knapp_enkel_rodret","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0xc4d8c8fffe82c44c\"}","state_topic":"zigbee2mqtt/Knapp enkel Rodret","unique_id":"0xc4d8c8fffe82c44c_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x781c9dfffe2965be/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.knapp_styrbar","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x781c9dfffe2965be"],"manufacturer":"IKEA","model":"STYRBAR remote control","model_id":"E2001/E2002","name":"Knapp STYRBAR","sw_version":"2.4.16","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"knapp_styrbar","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x781c9dfffe2965be\"}","state_topic":"zigbee2mqtt/Knapp STYRBAR","unique_id":"0x781c9dfffe2965be_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x08ddebfffee76528/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.taklys_spis_kjøkken","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x08ddebfffee76528"],"manufacturer":"IKEA","model":"NYMANE pendant lamp","model_id":"90504044","name":"Taklys spis kjøkken","sw_version":"2.3.087","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"taklys_spis_kjøkken","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x08ddebfffee76528\"}","state_topic":"zigbee2mqtt/Taklys spis kjøkken","unique_id":"0x08ddebfffee76528_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x881a14fffe33ee65/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.lys_kjøkkenøy","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x881a14fffe33ee65"],"manufacturer":"Namron","model":"Zigbee dimmer 400W","model_id":"4512760","name":"Lys kjøkkenøy","sw_version":"2.9.2_r61","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"lys_kjøkkenøy","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x881a14fffe33ee65\"}","state_topic":"zigbee2mqtt/Lys kjøkkenøy","unique_id":"0x881a14fffe33ee65_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0x881a14fffe33a638/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.downlight_1_stue","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x881a14fffe33a638"],"manufacturer":"Namron","model":"Zigbee dimmer 400W","model_id":"4512760","name":"Downlight 1 stue","sw_version":"2.9.2_r61","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"downlight_1_stue","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0x881a14fffe33a638\"}","state_topic":"zigbee2mqtt/Downlight 1 stue","unique_id":"0x881a14fffe33a638_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0xdc8e95fffe214a09/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.downlight_2_stue","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xdc8e95fffe214a09"],"manufacturer":"Namron","model":"Zigbee dimmer 400W","model_id":"4512760","name":"Downlight 2 stue","sw_version":"2.9.2_r61","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"downlight_2_stue","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0xdc8e95fffe214a09\"}","state_topic":"zigbee2mqtt/Downlight 2 stue","unique_id":"0xdc8e95fffe214a09_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/update/0xd44867fffe2370b3/update/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/bridge/request/device/ota_update/update","default_entity_id":"update.knapp_kjøkken_x4","device":{"hw_version":0,"identifiers":["zigbee2mqtt_0xd44867fffe2370b3"],"manufacturer":"Namron","model":"Zigbee 8 channel switch white","model_id":"4512772","name":"Knapp kjøkken x4","sw_version":"2.7.6_r26","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"firmware","entity_category":"config","entity_picture":"https://github.com/Koenkk/zigbee2mqtt/raw/master/images/logo.png","name":null,"object_id":"knapp_kjøkken_x4","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_install":"{\"id\": \"0xd44867fffe2370b3\"}","state_topic":"zigbee2mqtt/Knapp kjøkken x4","unique_id":"0xd44867fffe2370b3_update_zigbee2mqtt","value_template":"{\"latest_version\":\"{{ value_json['update']['latest_version'] }}\",\"installed_version\":\"{{ value_json['update']['installed_version'] }}\",\"update_percentage\":{{ value_json['update'].get('progress', 'null') }},\"in_progress\":{{ (value_json['update']['state'] == 'updating')|lower }}}"}'
